表内序号,五要素,表名,中文表名,字段名称,字段描述,字段类型,长度,内部标识符,中文名称,标识符,数据类型,表示格式
11,人员要素,XZ_MASWRY,刑侦_命案伤亡人员,HHSTQK,毁坏尸体情况,VARCHAR2,"1,000",,,,,
12,人员要素,XZ_MASWRY,刑侦_命案伤亡人员,AJBH,案件编号,VARCHAR2,23,,,,,
13,人员要素,XZ_MASWRY,刑侦_命案伤亡人员,XLH,序列号,NUMBER,8,,,,,
14,人员要素,XZ_MASWRY,刑侦_命案伤亡人员,XMPY,姓名拼音,VARCHAR2,210,DE00003,姓名汉语拼音,XMHYPY,字符型（string）,c..150
15,人员要素,XZ_MASWRY,刑侦_命案伤亡人员,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
16,人员要素,XZ_MASWRY,刑侦_命案伤亡人员,DEP_ACTION_TIME,操作时间,DATE,,,,,,
1,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,ZTRYBH,在逃人员编号,VARCHAR2,23,,,,,
2,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
3,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,BMHCH,别名或绰号,VARCHAR2,30,DE00030,别名/绰号,BMCH,字符型（string）,c..50
4,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
5,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,CSRQSX,出生日期初值,DATE,,DE00008,出生日期初值,CSRQCZ,日期型（date）,d8（YYYYMMDD）
6,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,CSRQXX,出生日期终值,DATE,,DE00008,出生日期终值,CSRQZZ,日期型（date）,d8（YYYYMMDD）
7,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,HJD,户籍地,VARCHAR2,6,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
8,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,HJDXZ,户籍地详址,VARCHAR2,200,DE00075,户籍地地址名称,HJDDZMC,字符型（string）,c..100
9,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,SGSX,身高初值,VARCHAR2,3,DE00012,身高初值,SGCZ,数值型（numeric）,n..3
10,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,SGXX,身高终值,VARCHAR2,3,DE00012,身高终值,SGZZ,数值型（numeric）,n..3
11,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,KY,口音,VARCHAR2,21,,,,,
12,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,TMTZ,体貌特征,VARCHAR2,15,,,,,
13,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,TBBJ,体表标记,VARCHAR2,24,,,,,
14,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,QTTZ,其他特征,VARCHAR2,500,,,,,
15,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,ZC,专长,VARCHAR2,9,,,,,
16,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,SFZH,公民身份号码,VARCHAR2,18,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
17,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,QTZJMC,其他证件名称,VARCHAR2,2,,,,,
18,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,QTZJHM,其他证件号码,VARCHAR2,40,,,,,
20,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,AJBH,案件编号,VARCHAR2,23,,,,,
21,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,XLH,序列号,NUMBER,8,,,,,
22,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,XMPY,姓名拼音,VARCHAR2,210,DE00003,姓名汉语拼音,XMHYPY,字符型（string）,c..150
23,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,BMHCHPY,别名或绰号拼音,VARCHAR2,210,,,,,
24,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
25,人员要素,XZ_MAXYRY,刑侦_命案嫌疑人员,DEP_ACTION_TIME,操作时间,DATE,,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
1,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,BH,编号,VARCHAR2,23,,,,,
2,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,CMSJ,查明时间,DATE,,DE00554,查明日期时间,CMRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
3,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,CMFS,查明方式,VARCHAR2,2,,,,,
4,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,CXYY,撤销原因,VARCHAR2,600,,,,,
5,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,IFBGM,是否被拐,VARCHAR2,2,,,,,
7,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,CMDWMC,查明单位名称,VARCHAR2,"1,000",DE00065,查明单位名称,CMDWMC,字符型（string）,c..100
8,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,YWFL,业务分类,VARCHAR2,3,,,,,
10,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,CMR_DH,联系电话,VARCHAR2,300,DE00216,联系电话,LXDH,字符型（string）,c..18
12,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,TBSJ,填表时间,DATE,,DE00554,填表日期时间,TBRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
14,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,JYQK,简要情况,VARCHAR2,"2,000",,,,,
15,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,BZ,备注,VARCHAR2,"2,000",,,,,
16,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,SHBJ,审核标记,VARCHAR2,3,,,,,
17,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,RKSJ,入省库时间,DATE,,DE00554,入省库日期时间,RSKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
18,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,SCBJ,上传标记,VARCHAR2,3,,,,,
20,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,SPWTGYY,审批未通过原因,VARCHAR2,500,,,,,
21,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,RBKSJ,入部库时间,DATE,,DE00554,入部库日期时间,RBKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
22,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,RBKSJ0,初次入部库时间,DATE,,DE00554,初次入部库日期时间,CCRBKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
23,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,FNAME,入部库传输文件名,VARCHAR2,50,,,,,
25,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,ZHXGSJ,最后修改时间,DATE,,DE00554,最后修改日期时间,ZHXGRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
26,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,SHSJ,审核时间,DATE,,DE00554,审核日期时间,SHRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
27,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,OPTERID,人员ID,VARCHAR2,100,,,,,
29,人员要素,XZ_QGSZRYCXXX,刑侦_全国失踪人员撤消信息,DEP_ACTION_TIME,操作时间,DATE,,,,,,
1,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,SZR_KOUYIN,失踪人口音,VARCHAR2,6,,,,,
3,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,SZR_SSWP,随身物品,VARCHAR2,"1,000",,,,,
4,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,SZR_YZQK,衣着情况,VARCHAR2,"1,000",,,,,
5,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,TBR,填表人,VARCHAR2,60,DE00002,填表人姓名,TBRXM,字符型（string）,c..50
7,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,TBDWMC,填表单位详细名称,VARCHAR2,"1,000",DE00065,填表单位详细名称,TBDWXXMC,字符型（string）,c..100
8,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,TBSJ,填表时间,DATE,,DE00554,填表日期时间,TBRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
9,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,SPR,审批人,VARCHAR2,60,DE00002,审批人姓名,SPRXM,字符型（string）,c..50
11,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,SHBJ,审核标记,VARCHAR2,1,,,,,
12,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,CXBJ,撤销标记,VARCHAR2,3,,,,,
13,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,SCBJ,上报标记,VARCHAR2,3,,,,,
15,人员要素,XZ_QGSZRYDJXX,刑侦_全国失踪人员登记信息,RKSJ,入省库时间,DATE,,DE00554,入省库日期时间,RSKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
6,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,RDQK,认定情况,VARCHAR2,20,,,,,
7,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,DBJB,督办级别,VARCHAR2,10,DE00091,案/事件督办级别代码,ASJDBJBDM,字符型（string）,c1
8,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,HDDY,活动地域,VARCHAR2,15,DE00069,国家和地区代码,GJHDQDM,字符型（string）,c3
9,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,HDQY,活动区域,VARCHAR2,30,DE00075,地址名称,DZMC,字符型（string）,c..100
10,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,ZSRS,致伤人数,VARCHAR2,15,,,,,
11,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,SWRS,致死人数,VARCHAR2,15,,,,,
12,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,YWJJST,有无经济实体,VARCHAR2,4,,,,,
13,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,STMC,实体名称,VARCHAR2,200,,,,,
14,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,SJHY,涉及行业,VARCHAR2,200,DE00067,行业类别代码,HYLBDM,字符型（string）,c5
15,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,SFSD,是否涉毒,VARCHAR2,1,,,,,
16,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,YSRS,移诉人数,VARCHAR2,15,DE00829,人数,RS,数值型（numeric）,n..10
17,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,JJNF,纠集年份,VARCHAR2,150,,,,,
18,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,YSRQ,移诉时间,DATE,,DE00554,移诉日期时间,YSRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
19,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,GSRQ,公诉时间,DATE,,DE00554,公诉日期时间,GSRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
20,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,SSRQ,判决时间,DATE,,DE00554,判决日期时间,PJRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
21,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,JHQZ,缴获枪支数,VARCHAR2,5,,,,,
22,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,JHDY,缴获弹药数,VARCHAR2,15,,,,,
23,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,PAS,破获刑事案件数,VARCHAR2,15,,,,,
24,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,KYFFZC,扣押非法资产（万）,VARCHAR2,15,,,,,
25,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,ZJZWJZ,追缴赃物价值（万）,VARCHAR2,10,,,,,
26,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,CCZAAJS,查处治安案件数,VARCHAR2,15,,,,,
27,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,THWS,团伙文书,VARCHAR2,"4,000",,,,,
28,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,JJCS,经常聚集场所,VARCHAR2,"4,000",DE00021,服务处所,FWCS,字符型（string）,c..100
29,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,CYQK,团伙基本成员情况,VARCHAR2,"4,000",,,,,
30,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,JJGC,纠集过程,VARCHAR2,"4,000",,,,,
31,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,FZSS,主要犯罪事实和线索,VARCHAR2,"4,000",,,,,
32,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,ZBDW,主办单位,VARCHAR2,10,DE00065,单位名称,DWMC,字符型（string）,c..100
33,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,ZBMJ,主办民警,VARCHAR2,20,,,,,
34,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,ZGLD,主管领导,VARCHAR2,10,,,,,
35,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
36,人要素,XZ_YZZFZ_THXXDJB,刑侦_有组织犯罪_团伙信息登记表,DEP_ACTION_TIME,操作时间,DATE,,,,,,
1,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,RYBS,人员标识,VARCHAR2,19,,,,,
2,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,RYBH,人员编号,VARCHAR2,23,,,,,
3,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,JRYBH,旧人员编号,VARCHAR2,19,,,,,
4,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
5,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,SFZMHM,身份证明号码,VARCHAR2,18,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
6,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,SFZMMC,身份证明名称,VARCHAR2,3,,,,,
7,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,ZHRQ,抓获日期,DATE,,DE00554,抓获日期时间,ZHRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
8,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,ZHFSDM,抓获方式代码,VARCHAR2,2,DE00054,抓获方式代码,ZHFSDM,字符型（string）,c2
10,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,ZHDDXZ,抓获地点详址,VARCHAR2,40,DE00075,地址名称,DZMC,字符型（string）,c..100
11,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,ZHDDXZZB,抓获地点详址坐标,VARCHAR2,32,,,,,
12,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,ZHDWQH,抓获单位区划,VARCHAR2,6,DE00076,区划内详细地址,QHNXXDZ,字符型（string）,c..100
13,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,ZHDWDM,抓获单位代码,VARCHAR2,12,,,,,
14,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,ZHDWXC,抓获单位详称,VARCHAR2,70,DE00081,门（楼）详细地址,MLXXDZ,字符型（string）,c..80
16,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,RYZWBH,人员指纹编号,VARCHAR2,23,DE00057,指纹纹型代码,ZWWXDM,字符型（string）,c1
17,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,CXTBR,撤销填表人,VARCHAR2,30,DE00001,公民身份号码,TBRGMSFHM,字符型（string）,c18
18,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,CXRQ,撤销日期,DATE,,DE00513,撤销时间,CXSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
19,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,CXSPR,撤销审批人,VARCHAR2,30,DE00001,公民身份号码,SPRGMSFHM,字符型（string）,c18
20,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,LRDWDM,录入单位代码,VARCHAR2,12,,,,,
21,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,LRR,录入人,VARCHAR2,30,DE00002,录入人姓名,LRRXM,字符型（string）,c..50
24,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,XGR,修改人,VARCHAR2,30,DE00002,修改人姓名,XGRXM,字符型（string）,c..50
25,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,XGSJ,修改时间,DATE,,DE00554,修改日期时间,XGRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
27,人要素,XZ_ZTRYCXXX,在逃人员撤销信息,DEP_ACTION_TIME,操作时间,DATE,,,,,,
1,人要素,XZ_ZTRYXX,在逃人员信息,RYBS,人员标识,VARCHAR2,19,,,,,
2,人要素,XZ_ZTRYXX,在逃人员信息,RYBH,人员编号,VARCHAR2,23,,,,,
3,人要素,XZ_ZTRYXX,在逃人员信息,JRYBH,旧人员编号,VARCHAR2,19,,,,,
4,人要素,XZ_ZTRYXX,在逃人员信息,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
5,人要素,XZ_ZTRYXX,在逃人员信息,XBDM,性别代码,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
6,人要素,XZ_ZTRYXX,在逃人员信息,CRM,曾用名,VARCHAR2,30,DE00029,曾用名,CYM,字符型（string）,c..50
8,人要素,XZ_ZTRYXX,在逃人员信息,CSRQSX,出生日期上限,DATE,,DE00008,出生日期上限,CSRQSX,日期型（date）,d8（YYYYMMDD）
9,人要素,XZ_ZTRYXX,在逃人员信息,CSRQXX,出生日期下限,DATE,,DE00008,出生日期下限,CSRQXX,日期型（date）,d8（YYYYMMDD）
10,人要素,XZ_ZTRYXX,在逃人员信息,SFZMHM,身份证明号码,VARCHAR2,18,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
11,人要素,XZ_ZTRYXX,在逃人员信息,SFZMMC,身份证明名称,VARCHAR2,3,DE00002,姓名,SFZMMC,字符型（string）,c..50
12,人要素,XZ_ZTRYXX,在逃人员信息,MZDM,民族代码,VARCHAR2,2,,,,,
14,人要素,XZ_ZTRYXX,在逃人员信息,XLDM,文化程度,VARCHAR2,2,DE00013,学历代码,XLDM,字符型（string）,c2
15,人要素,XZ_ZTRYXX,在逃人员信息,GRSFDM,身份,VARCHAR2,4,DE00018,个人身份代码,GRSFDM,字符型（string）,c2
16,人要素,XZ_ZTRYXX,在逃人员信息,TSSFDM,特殊身份,VARCHAR2,3,DE00032,特殊身份代码,TSSFDM,字符型（string）,c2
19,人要素,XZ_ZTRYXX,在逃人员信息,KYDM,口音代码,VARCHAR2,6,,,,,
20,人要素,XZ_ZTRYXX,在逃人员信息,HJDXZ,户籍地详址,VARCHAR2,70,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
21,人要素,XZ_ZTRYXX,在逃人员信息,HJDXZZB,户籍地详址坐标,VARCHAR2,32,,,,,
22,人要素,XZ_ZTRYXX,在逃人员信息,XZDQH,现住地区划,VARCHAR2,6,DE00070,行政区划代码,XZQHDM,字符型（string）,c6
23,人要素,XZ_ZTRYXX,在逃人员信息,XZDXZ,现住地详址,VARCHAR2,70,DE00075,地址名称,DZMC,字符型（string）,c..100
24,人要素,XZ_ZTRYXX,在逃人员信息,XZDXZZB,现住地详址坐标,VARCHAR2,32,,,,,
25,人要素,XZ_ZTRYXX,在逃人员信息,JGQH,籍贯区划,VARCHAR2,6,DE00070,籍贯行政区划代码,JGXZQHDM,字符型（string）,c6
26,人要素,XZ_ZTRYXX,在逃人员信息,JGXZ,籍贯详址,VARCHAR2,70,DE00015,籍贯国家/地区代码,JGGJDQDM,字符型（string）,c3
27,人要素,XZ_ZTRYXX,在逃人员信息,JGXZZB,籍贯详址坐标,VARCHAR2,32,,,,,
28,人要素,XZ_ZTRYXX,在逃人员信息,ZWBH,指纹编号,VARCHAR2,23,DE00056,指纹指位代码,ZWZWDM,字符型（string）,c2
29,人要素,XZ_ZTRYXX,在逃人员信息,DNABH,DNA编号,VARCHAR2,64,,,,,
30,人要素,XZ_ZTRYXX,在逃人员信息,RYFJXX,人员附加信息,VARCHAR2,"1,024",,,,,
31,人要素,XZ_ZTRYXX,在逃人员信息,AJBH,案件编号,VARCHAR2,23,DE00092,案件编号,AJBH,字符型（string）,c23
32,人要素,XZ_ZTRYXX,在逃人员信息,AJLBDM,案件类别代码,VARCHAR2,60,DE00093,案件类别代码,AJLBDM,字符型（string）,c6
33,人要素,XZ_ZTRYXX,在逃人员信息,ZTLXDM,在逃类型代码,VARCHAR2,2,DE00052,在逃人员类型代码,ZTRYLXDM,字符型（string）,c2
34,人要素,XZ_ZTRYXX,在逃人员信息,JJ,奖金,NUMBER,6,,,,,
35,人要素,XZ_ZTRYXX,在逃人员信息,JYAQJFJXX,简要案情及附加信息,VARCHAR2,"1,024",DE00100,简要案情,JYAQ,字符型（string）,..ul
36,人要素,XZ_ZTRYXX,在逃人员信息,TPRQ,逃跑日期,DATE,,DE00554,逃跑日期时间,TPRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
37,人要素,XZ_ZTRYXX,在逃人员信息,TPFXQH,逃跑方向区划,VARCHAR2,6,,,,,
38,人要素,XZ_ZTRYXX,在逃人员信息,LASJ,立案时间,DATE,,DE00554,立案日期时间,LARQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
39,人要素,XZ_ZTRYXX,在逃人员信息,LADWQH,立案单位区划,VARCHAR2,6,DE00015,籍贯国家/地区代码,LADWQH,字符型（string）,c3
40,人要素,XZ_ZTRYXX,在逃人员信息,LADWDM,立案单位代码,VARCHAR2,12,,,,,
41,人要素,XZ_ZTRYXX,在逃人员信息,LADWXC,立案单位详称,VARCHAR2,70,DE00065,主办单位名称,LADWMC,字符型（string）,c..100
42,人要素,XZ_ZTRYXX,在逃人员信息,LADWJZDM,立案单位警种代码,VARCHAR2,3,,,,,
43,人要素,XZ_ZTRYXX,在逃人员信息,ZBDWQH,主办单位区划,VARCHAR2,6,DE00076,主办单位区划内详细地址,ZBDWQHNXXDZ,字符型（string）,c..100
44,人要素,XZ_ZTRYXX,在逃人员信息,ZBDWDM,主办单位代码,VARCHAR2,12,,,,,
45,人要素,XZ_ZTRYXX,在逃人员信息,ZBDWXC,主办单位详称,VARCHAR2,70,DE00065,主办单位名称,ZBDWMC,字符型（string）,c..100
46,人要素,XZ_ZTRYXX,在逃人员信息,ZBDWLXR,主办单位联系人,VARCHAR2,60,DE00002,主办单位联系人姓名,ZBDWLXRXM,字符型（string）,c..50
47,人要素,XZ_ZTRYXX,在逃人员信息,ZBLXFS,主办联系方式,VARCHAR2,100,DE00214,主办联系固定电话,ZBLXGDDH,字符型（string）,c..18
48,人要素,XZ_ZTRYXX,在逃人员信息,DJBTBR,登记表填表人,VARCHAR2,30,DE00002,登记表填表人姓名,DJBTBRXM,字符型（string）,c..50
49,人要素,XZ_ZTRYXX,在逃人员信息,DJRQ,登记日期,DATE,,DE00524,登记时间,DJSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
50,人要素,XZ_ZTRYXX,在逃人员信息,DJSPR,登记审批人,VARCHAR2,30,DE00002,登记审批人姓名,DJSPRXM,字符型（string）,c..50
51,人要素,XZ_ZTRYXX,在逃人员信息,DBJBDM,督捕级别代码,VARCHAR2,2,,,,,
52,人要素,XZ_ZTRYXX,在逃人员信息,TJLBH,通缉令编号,VARCHAR2,30,,,,,
53,人要素,XZ_ZTRYXX,在逃人员信息,DEP_ACTION_TIME,操作时间,DATE,,,,,,
54,人要素,XZ_ZTRYXX,在逃人员信息,HJDQH,户籍地区划,VARCHAR2,6,DE00016,籍贯省市县代码,HJDQHSSXDM,字符型（string）,c6
55,人要素,XZ_ZTRYXX,在逃人员信息,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
1,物品要素,XZ_ZWNY,刑侦_指纹捺印卡数据,RYBH,人员编号,VARCHAR2,23,DE00038,嫌疑人编号,XYRBH,字符型（string）,c23
2,物品要素,XZ_ZWNY,刑侦_指纹捺印卡数据,RYLB,人员类别,VARCHAR2,2,DE00196,被捺印指纹人员类别代码,BNYZWRYLBDM,字符型（string）,c2
4,物品要素,XZ_ZWNY,刑侦_指纹捺印卡数据,BNYRXM,被捺印人姓名,VARCHAR2,40,DE00002,姓名,XM,字符型（string）,c..50
5,物品要素,XZ_ZWNY,刑侦_指纹捺印卡数据,BM,别名,VARCHAR2,40,DE00030,别名/绰号,BMCH,字符型（string）,c..50
6,物品要素,XZ_ZWNY,刑侦_指纹捺印卡数据,HYZT,婚姻状态,VARCHAR2,1,DE00014,婚姻状况代码,HYZKDM,字符型（string）,c2
7,物品要素,XZ_ZWNY,刑侦_指纹捺印卡数据,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
8,物品要素,XZ_ZWNY,刑侦_指纹捺印卡数据,CSRQ,出生日期,VARCHAR2,8,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
9,物品要素,XZ_ZWNY,刑侦_指纹捺印卡数据,CSD,出生地,VARCHAR2,70,DE00009,出生地国家和地区代码,CSDGJHDQDM,字符型（string）,c3
11,物品要素,XZ_ZWNY,刑侦_指纹捺印卡数据,HJDDM,户籍地代码,VARCHAR2,12,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
