表内序号,五要素,表名,字段名称,字段描述,字段类型,长度,内部标识符,中文名称,标识符,数据类型,表示格式
20,人员要素,JZ_ASJ_XYRXX,SXXDZMS,详细地址描述/实际居住地,VARCHAR2,450,DE00075,实际居住地,SJZZDDZMC,字符型（string）,c..100
21,人员要素,JZ_ASJ_XYRXX,GZDW,工作单位,VARCHAR2,60,DE00021,服务处所,FWCS,字符型（string）,c..100
22,人员要素,JZ_ASJ_XYRXX,KY,口音（多个以逗号隔开）,VARCHAR2,30,,,,,
23,人员要素,JZ_ASJ_XYRXX,SF,身份,VARCHAR2,17,DE00018,个人身份代码,GRSFDM,字符型（string）,c2
24,人员要素,JZ_ASJ_XYRXX,SFXD,是否吸毒,VARCHAR2,2,,,,,
25,人员要素,JZ_ASJ_XYRXX,LJD,落脚点,VARCHAR2,75,,,,,
26,人员要素,JZ_ASJ_XYRXX,JLYY,居留缘由,VARCHAR2,15,,,,,
27,人员要素,JZ_ASJ_XYRXX,SG,身高(单位厘米),NUMBER,3,DE00012,身高,SG,数值型（numeric）,n..3
28,人员要素,JZ_ASJ_XYRXX,SGSX,身高上限(单位厘米),VARCHAR2,30,DE00012,身高上限,SGSX,数值型（numeric）,n..3
29,人员要素,JZ_ASJ_XYRXX,LX,脸型（多个以逗号隔开）,VARCHAR2,14,,,,,
30,人员要素,JZ_ASJ_XYRXX,TX,体型,VARCHAR2,6,,,,,
31,人员要素,JZ_ASJ_XYRXX,XX,血型,VARCHAR2,3,,,,,
32,人员要素,JZ_ASJ_XYRXX,TMTZ,体貌特征,VARCHAR2,29,,,,,
33,人员要素,JZ_ASJ_XYRXX,ZAGJ,作案工具,VARCHAR2,180,DE00040,作案工具代码,ZAGJDM,字符型（string）,c5
34,人员要素,JZ_ASJ_XYRXX,ZASDTD,作案手段特点（多选以逗号隔开）,VARCHAR2,600,,,,,
35,人员要素,JZ_ASJ_XYRXX,ZASJ,作案时机（多选以逗号隔开）,VARCHAR2,35,,,,,
36,人员要素,JZ_ASJ_XYRXX,XZCS,选择处所（多选以逗号隔开）,VARCHAR2,29,DE00043,选择处所代码,XZCSDM,字符型（string）,c4
37,人员要素,JZ_ASJ_XYRXX,XZDX,选择对象（多选以逗号隔开）,VARCHAR2,23,DE00045,选择对象代码,XZDXDM,字符型（string）,c3
38,人员要素,JZ_ASJ_XYRXX,RYLX,人员类型,VARCHAR2,3,,,,,
39,人员要素,JZ_ASJ_XYRXX,RYZT,人员状态,VARCHAR2,3,,,,,
40,人员要素,JZ_ASJ_XYRXX,WFJL,违法记录,VARCHAR2,1500,,,,,
41,人员要素,JZ_ASJ_XYRXX,LRDWDM,录入单位代码,VARCHAR2,75,,,,,
42,人员要素,JZ_ASJ_XYRXX,LRSJ,录入时间,DATE,,DE00554,录入日期时间,LRRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
43,人员要素,JZ_ASJ_XYRXX,LRRXM,录入人姓名,VARCHAR2,45,DE00002,录入人姓名,LRRXM,字符型（string）,c..50
44,人员要素,JZ_ASJ_XYRXX,LRRSFZ,录入人身份证,VARCHAR2,45,DE00001,录入人身份证,LRRGMSFHM,字符型（string）,c18
45,人员要素,JZ_ASJ_XYRXX,LXRXM,联系人姓名,VARCHAR2,45,DE00002,联系人姓名,LXRXM,字符型（string）,c..50
46,人员要素,JZ_ASJ_XYRXX,LXRDH,联系人电话,VARCHAR2,30,DE00216,联系电话,LXDH,字符型（string）,c..18
47,人员要素,JZ_ASJ_XYRXX,JG,籍贯,VARCHAR2,12,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
48,人员要素,JZ_ASJ_XYRXX,ZY,职业,VARCHAR2,15,DE00019,职业,ZY,字符型（string）,c..60
49,人员要素,JZ_ASJ_XYRXX,RYJS,人员在案件中的角色: 首犯、主犯、从犯、胁从犯、为首分子,VARCHAR2,15,,,,,
50,人员要素,JZ_ASJ_XYRXX,AB,案别：默认为案件的案别,VARCHAR2,30,,,,,
51,人员要素,JZ_ASJ_XYRXX,WFQK,违法记录（前科），可疑依据或违法事实,VARCHAR2,4000,,,,,
52,人员要素,JZ_ASJ_XYRXX,SWZTQK,上网追逃情况：01已上网、02已撤消、03已删除,VARCHAR2,15,,,,,
53,人员要素,JZ_ASJ_XYRXX,CS,措施,VARCHAR2,75,,,,,
54,人员要素,JZ_ASJ_XYRXX,CSMC,措施名称,VARCHAR2,383,,,,,
55,人员要素,JZ_ASJ_XYRXX,CSZXRQ1,措施执行日期1,DATE,,,,,,
56,人员要素,JZ_ASJ_XYRXX,CSZXRQ2,措施执行日期2,VARCHAR2,383,,,,,
57,人员要素,JZ_ASJ_XYRXX,XZFS,销赃方式：字典（多选以逗号隔开）,VARCHAR2,15,,,,,
58,人员要素,JZ_ASJ_XYRXX,BZ,备注,VARCHAR2,1500,,,,,
59,人员要素,JZ_ASJ_XYRXX,WFXW,违法行为,VARCHAR2,383,,,,,
60,人员要素,JZ_ASJ_XYRXX,QJQZ,情节轻重,VARCHAR2,383,,,,,
61,人员要素,JZ_ASJ_XYRXX,CYM,曾用名,VARCHAR2,383,DE00029,曾用名,CYM,字符型（string）,c..50
62,人员要素,JZ_ASJ_XYRXX,SFYZWK,是否有指纹卡（1表示是）,VARCHAR2,2,,,,,
63,人员要素,JZ_ASJ_XYRXX,SFYDNAXY,是否有DNA血样（1表示是）,VARCHAR2,2,,,,,
64,人员要素,JZ_ASJ_XYRXX,ZC,足长，单位厘米,NUMBER,,DE00033,足长,ZC,数值型（numeric）,n3
65,人员要素,JZ_ASJ_XYRXX,WSFZYY,无身份证原因,VARCHAR2,200,,,,,
66,人员要素,JZ_ASJ_XYRXX,SFRDDB,是否人大代表,VARCHAR2,100,,,,,
67,人员要素,JZ_ASJ_XYRXX,ZZMMBH,政治面貌编号,VARCHAR2,200,,,,,
68,人员要素,JZ_ASJ_XYRXX,WFFZJLDM,违法犯罪经历代码,VARCHAR2,30,,,,,
69,人员要素,JZ_ASJ_XYRXX,DNABH,DNA编号,VARCHAR2,64,,,,,
70,人员要素,JZ_ASJ_XYRXX,CJZXM,创建者姓名,VARCHAR2,383,DE00002,创建者姓名,CJZXM,字符型（string）,c..50
71,人员要素,JZ_ASJ_XYRXX,CJZSFZ,创建者身份证,VARCHAR2,383,DE00001,创建者身份证,CJZGMSFHM,字符型（string）,c18
72,人员要素,JZ_ASJ_XYRXX,CJZBMDM,创建者部门代码,VARCHAR2,75,,,,,
73,人员要素,JZ_ASJ_XYRXX,CJSJ,创建时间（默认为sysdate）,DATE,,,,,,
74,人员要素,JZ_ASJ_XYRXX,ZZXGRXM,最终修改人姓名,VARCHAR2,75,DE00002,最终修改人姓名,ZZXGRXM,字符型（string）,c..50
75,人员要素,JZ_ASJ_XYRXX,ZZXGRSFZ,最终修改人身份证,VARCHAR2,75,DE00001,最终修改人身份证,ZZXGRGMSFHM,字符型（string）,c18
76,人员要素,JZ_ASJ_XYRXX,ZHXGSJ,最后修改时间（默认为sysdate）,DATE,,DE00554,最后修改日期时间,ZHXGRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
77,人员要素,JZ_ASJ_XYRXX,SCBZ,删除标志（默认为0）,VARCHAR2,2,,,,,
78,人员要素,JZ_ASJ_XYRXX,DATASOURCE,,VARCHAR2,10,,,,,
79,人员要素,JZ_ASJ_XYRXX,RKSJ,,DATE,,,,,,
80,人员要素,JZ_ASJ_XYRXX,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
81,人员要素,JZ_ASJ_XYRXX,DEP_ACTION_TIME,,DATE,,,,,,
1,人员要素,JZ_RK_SYRKJZGJ,XTBH,系统编号,NUMBER,,,,,,
2,人员要素,JZ_RK_SYRKJZGJ,RYID,人员ID（外键，对应实有人口信息的RK_SYSTEMID）,NUMBER,,,,,,
3,人员要素,JZ_RK_SYRKJZGJ,JZD,居住地,VARCHAR2,300,DE00075,地址名称,DZMC,字符型（string）,c..100
4,人员要素,JZ_RK_SYRKJZGJ,JZKSSJ,居住开始时间,VARCHAR2,19,DE00101,居住开始日期,JZKSRQ,日期型（date）,d8（YYYYMMDD）
5,人员要素,JZ_RK_SYRKJZGJ,JZLKSJ,居住离开时间,VARCHAR2,19,DE00101,居住离开日期,JZLKRQ,日期型（date）,d8（YYYYMMDD）
6,人员要素,JZ_RK_SYRKJZGJ,FWBH,房屋编号（外键，对应房屋基本信息的FWBH字段）,VARCHAR2,75,,,,,
7,人员要素,JZ_RK_SYRKJZGJ,XZZDZBH,现住址地址编号,VARCHAR2,75,,,,,
8,人员要素,JZ_RK_SYRKJZGJ,GXPCSID,管辖派出所id,VARCHAR2,75,,,,,
9,人员要素,JZ_RK_SYRKJZGJ,JZLX,居住类型,VARCHAR2,5,,,,,
10,人员要素,JZ_RK_SYRKJZGJ,CJRLB,采集人类别,VARCHAR2,2,,,,,
11,人员要素,JZ_RK_SYRKJZGJ,CJYJ,采集依据,VARCHAR2,2,,,,,
12,人员要素,JZ_RK_SYRKJZGJ,CJRXM,创建人姓名,VARCHAR2,4000,DE00002,创建人姓名,CJRXM,字符型（string）,c..150
13,人员要素,JZ_RK_SYRKJZGJ,CJRSFZ,创建人身份证,VARCHAR2,4000,DE00001,创建人公民身份号码,CJRGMSFHM,字符型（string）,c18
14,人员要素,JZ_RK_SYRKJZGJ,CJBMMC,创建部门名称,VARCHAR2,150,,,,,
15,人员要素,JZ_RK_SYRKJZGJ,CJBMDM,创建部门代码,VARCHAR2,12,,,,,
16,人员要素,JZ_RK_SYRKJZGJ,CJSJ,创建时间（默认为sysdate）,DATE,,DE00101,创建日期,CJRQ,日期型（date）,d8（YYYYMMDD）
17,人员要素,JZ_RK_SYRKJZGJ,SCBZ,删除标志（默认为0）,VARCHAR2,1,,,,,
18,人员要素,JZ_RK_SYRKJZGJ,XGRXM,修改人姓名,VARCHAR2,4000,DE00002,修改人姓名,XGRXM,字符型（string）,c..150
19,人员要素,JZ_RK_SYRKJZGJ,XGRSFZ,修改人身份证,VARCHAR2,4000,DE00001,修改人公民身份号码,XGRGMSFHM,字符型（string）,c18
20,人员要素,JZ_RK_SYRKJZGJ,XGBMMC,修改部门名称,VARCHAR2,150,,,,,
21,人员要素,JZ_RK_SYRKJZGJ,XGBMDM,修改部门代码,VARCHAR2,12,,,,,
22,人员要素,JZ_RK_SYRKJZGJ,XGSJ,修改时间,DATE,,DE00101,修改日期,XGRQ,日期型（date）,d8（YYYYMMDD）
23,人员要素,JZ_RK_SYRKJZGJ,SJLY,数据来源,VARCHAR2,4,,,,,
24,人员要素,JZ_RK_SYRKJZGJ,RKSJ,入库时间,DATE,,DE00102,入库时间,RQSJ,日期时间型（datetime）,t6（hhmmss）
25,人员要素,JZ_RK_SYRKJZGJ,DEP_ACTION_FLAG,操作标志,VARCHAR2,1,,,,,
26,人员要素,JZ_RK_SYRKJZGJ,DEP_ACTION_TIME,操作时间,DATE,,DE00102,操作时间,CZSJ,日期时间型（datetime）,t6（hhmmss）
1,人员要素,JZ_RK_SYRKXX,XTBH,系统编号,NUMBER,,,,,,
2,人员要素,JZ_RK_SYRKXX,RYID,人员ID,NUMBER,,,,,,
3,人员要素,JZ_RK_SYRKXX,RYSX,人员属性（目前已定义90位，具体说明附后）,VARCHAR2,1000,,,,,
4,人员要素,JZ_RK_SYRKXX,XM,姓名,VARCHAR2,75,DE00002,姓名,XM,字符型（string）,c..50
5,人员要素,JZ_RK_SYRKXX,CSRQ,出生日期,DATE,,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
6,人员要素,JZ_RK_SYRKXX,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
7,人员要素,JZ_RK_SYRKXX,MZ,民族,VARCHAR2,2,,,,,
8,人员要素,JZ_RK_SYRKXX,JG,籍贯,VARCHAR2,6,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
9,人员要素,JZ_RK_SYRKXX,ZJLX,证件类型,VARCHAR2,3,DE00085,常用证件代码,CYZJDM,字符型（string）,c3
10,人员要素,JZ_RK_SYRKXX,ZJHM,证件号码,VARCHAR2,18,,,,,
11,人员要素,JZ_RK_SYRKXX,BMCH,别名/绰号,VARCHAR2,50,DE00030,别名/绰号,BMCH,字符型（string）,c..50
12,人员要素,JZ_RK_SYRKXX,CYM,曾用名,VARCHAR2,50,DE00029,曾用名,CYM,字符型（string）,c..50
13,人员要素,JZ_RK_SYRKXX,YWXM,英文姓名,VARCHAR2,100,DE00006,外文姓名,WWXM,字符型（string）,c..82
14,人员要素,JZ_RK_SYRKXX,WHCD,文化程度,VARCHAR2,10,DE00013,学历代码,XLDM,字符型（string）,c2
15,人员要素,JZ_RK_SYRKXX,ZZMM,政治面貌,VARCHAR2,10,DE00036,政治面貌代码,ZZMMDM,字符型（string）,c2
16,人员要素,JZ_RK_SYRKXX,HYZK,婚姻状况,VARCHAR2,10,DE00014,婚姻状况代码,HYZKDM,字符型（string）,c2
17,人员要素,JZ_RK_SYRKXX,GZDWDM,工作单位代码（外键，单位基本信息表的SYTSEMID）,VARCHAR2,40,DE00065,单位名称,DWMC,字符型（string）,c..100
18,人员要素,JZ_RK_SYRKXX,ZY,职业,VARCHAR2,100,DE00019,职业,ZY,字符型（string）,c..60
19,人员要素,JZ_RK_SYRKXX,SF,身份,VARCHAR2,100,DE00018,个人身份代码,GRSFDM,字符型（string）,c2
20,人员要素,JZ_RK_SYRKXX,ZJ,宗教,VARCHAR2,100,DE00025,宗教信仰代码,ZJXYDM,字符型（string）,c2
21,人员要素,JZ_RK_SYRKXX,ZC,专长,VARCHAR2,100,,,,,
22,人员要素,JZ_RK_SYRKXX,XX,血型,VARCHAR2,10,,,,,
23,人员要素,JZ_RK_SYRKXX,SG,身高（单位厘米）,VARCHAR2,3,DE00012,身高,SG,数值型（numeric）,n..3
24,人员要素,JZ_RK_SYRKXX,GJDQ,国家地区,VARCHAR2,10,DE00069,国家和地区代码,GJHDQDM,字符型（string）,c3
25,人员要素,JZ_RK_SYRKXX,BYZK,兵役状况,VARCHAR2,10,DE00024,兵役状况代码,BYZKDM,字符型（string）,c1
26,人员要素,JZ_RK_SYRKXX,CSD,出生地,VARCHAR2,200,DE00010,出生地省市县代码,CSDSSXDM,字符型（string）,c6
27,人员要素,JZ_RK_SYRKXX,XZZDZBM,现住址地址编码（外键，对应标准地址库信息的SYSTEMID字段）,VARCHAR2,75,,,,,
28,人员要素,JZ_RK_SYRKXX,XZZDZQC,现住址地址全称,VARCHAR2,200,DE00075,现住地址名称,XZDZMC,字符型（string）,c..100
29,人员要素,JZ_RK_SYRKXX,FWBH,房屋编号,VARCHAR2,75,,,,,
30,人员要素,JZ_RK_SYRKXX,HJDQC,户籍地全称,VARCHAR2,200,,,,,
31,人员要素,JZ_RK_SYRKXX,GXPCSID,管辖派出所ID,VARCHAR2,15,,,,,
32,人员要素,JZ_RK_SYRKXX,GXPCSMC,管辖派出所名称,VARCHAR2,200,DE00065,管辖派出所单位名称,GXPCSDWMC,字符型（string）,c..100
33,人员要素,JZ_RK_SYRKXX,LXDH,联系电话,VARCHAR2,30,DE00216,联系电话,LXDH,字符型（string）,c..18
34,人员要素,JZ_RK_SYRKXX,CJRXM,创建人姓名,VARCHAR2,30,DE00002,创建人姓名,CJRXM,字符型（string）,c..50
35,人员要素,JZ_RK_SYRKXX,CJRSFZ,创建人身份证,VARCHAR2,30,DE00001,创建人公民身份号码,CJRGMSFHM,字符型（string）,c18
36,人员要素,JZ_RK_SYRKXX,CJBMMC,创建部门名称,VARCHAR2,120,,,,,
37,人员要素,JZ_RK_SYRKXX,CJBMDM,创建部门代码,VARCHAR2,12,,,,,
38,人员要素,JZ_RK_SYRKXX,CJSJ,创建时间（默认为sysdate）,DATE,,DE00101,创建日期,CJRQ,日期型（date）,d8（YYYYMMDD）
39,人员要素,JZ_RK_SYRKXX,XGRXM,修改人姓名,VARCHAR2,30,DE00002,修改人姓名,XGRXM,字符型（string）,c..150
40,人员要素,JZ_RK_SYRKXX,XGRSFZ,修改人身份证,VARCHAR2,30,DE00001,修改人公民身份号码,XGRGMSFHM,字符型（string）,c18
41,人员要素,JZ_RK_SYRKXX,XGBMMC,修改部门名称,VARCHAR2,150,,,,,
42,人员要素,JZ_RK_SYRKXX,XGBMDM,修改部门代码,VARCHAR2,12,,,,,
43,人员要素,JZ_RK_SYRKXX,XGSJ,修改时间,DATE,,DE00102,修改时间,XGSJ,日期时间型（datetime）,t6（hhmmss）
44,人员要素,JZ_RK_SYRKXX,SCBZ,删除标志（默认为0）,VARCHAR2,1,,,,,
45,人员要素,JZ_RK_SYRKXX,DATASOURCE,,VARCHAR2,10,,,,,
46,人员要素,JZ_RK_SYRKXX,RKSJ,,DATE,,,,,,
47,人员要素,JZ_RK_SYRKXX,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
48,人员要素,JZ_RK_SYRKXX,DEP_ACTION_TIME,,DATE,,,,,,
1,人员要素,JZ_RK_ZZRK,XM,姓名,VARCHAR2,75,DE00002,姓名,XM,字符型（string）,c..50
2,人员要素,JZ_RK_ZZRK,CSRQ,出生日期,DATE,,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
3,人员要素,JZ_RK_ZZRK,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
4,人员要素,JZ_RK_ZZRK,MZ,民族,VARCHAR2,2,,,,,
5,人员要素,JZ_RK_ZZRK,JG,籍贯,VARCHAR2,6,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
6,人员要素,JZ_RK_ZZRK,ZJHM,证件号码,VARCHAR2,18,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
7,人员要素,JZ_RK_ZZRK,HYZK,婚姻状况,VARCHAR2,10,DE00014,婚姻状况代码,HYZKDM,字符型（string）,c2
8,人员要素,JZ_RK_ZZRK,GZDWDM,工作单位代码,VARCHAR2,40,DE00021,服务处所,FWCS,字符型（string）,c..100
9,人员要素,JZ_RK_ZZRK,ZY,职业,VARCHAR2,100,DE00019,职业,ZY,字符型（string）,c..60
10,人员要素,JZ_RK_ZZRK,XZZDZBM,现住址地址编码,VARCHAR2,75,,,,,
11,人员要素,JZ_RK_ZZRK,XZZDZQC,现住址地址全称,VARCHAR2,200,DE00075,现住地址名称,XZDZMC,字符型（string）,c..100
12,人员要素,JZ_RK_ZZRK,JZLX,居住类型,VARCHAR2,5,,,,,
13,人员要素,JZ_RK_ZZRK,DEP_ACTION_TIME,,DATE,,,,,,
14,人员要素,JZ_RK_ZZRK,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
15,人员要素,JZ_RK_ZZRK,RYID,人员编号,NUMBER,,DE00038,人员编号,RYBH,字符型（string）,c23
16,人员要素,JZ_RK_ZZRK,XTBH,实有人口系统编号,NUMBER,,,,,,
1,物品要素,JZ_SAWP,WPBH,物品编号,VARCHAR2,100,,,,,
2,物品要素,JZ_SAWP,AJWYID,案件唯一ID ,VARCHAR2,150,,,,,
3,物品要素,JZ_SAWP,WPDL,物品大类,VARCHAR2,50,,,,,
4,物品要素,JZ_SAWP,WPXC,物品详细名称,VARCHAR2,150,,,,,
5,物品要素,JZ_SAWP,WPXX,物品性质,VARCHAR2,50,,,,,
6,物品要素,JZ_SAWP,WPZT,物品状态,VARCHAR2,50,,,,,
7,物品要素,JZ_SAWP,WPLY,物品来源,VARCHAR2,250,,,,,
8,物品要素,JZ_SAWP,WPQX,物品去向,VARCHAR2,150,,,,,
9,物品要素,JZ_SAWP,WPTZ,特征,VARCHAR2,300,,,,,
10,物品要素,JZ_SAWP,WPCD,产地,VARCHAR2,150,,,,,
11,物品要素,JZ_SAWP,WPCP,产牌,VARCHAR2,150,,,,,
12,物品要素,JZ_SAWP,WPXH,型号,VARCHAR2,150,,,,,
13,物品要素,JZ_SAWP,WPSY,样式,VARCHAR2,150,,,,,
14,物品要素,JZ_SAWP,WPGG,规格,VARCHAR2,150,,,,,
15,物品要素,JZ_SAWP,WPYS,颜色,VARCHAR2,150,,,,,
16,物品要素,JZ_SAWP,WPJZ,单价,NUMBER,18,,,,,
17,物品要素,JZ_SAWP,WPSL,数量,NUMBER,18,,,,,
18,物品要素,JZ_SAWP,WPSZ,持有人姓名,VARCHAR2,150,DE00002,持有人姓名,CYRXM,字符型（string）,c..50
19,物品要素,JZ_SAWP,CYRBH,持有人编号,VARCHAR2,150,,,,,
20,物品要素,JZ_SAWP,SYRXM,所有人姓名,VARCHAR2,150,DE00002,所有人姓名,SYRXM,字符型（string）,c..50
21,物品要素,JZ_SAWP,SYRDZ,所有人地址,VARCHAR2,300,DE00075,所有人地址名称,SYRDZMC,字符型（string）,c..100
22,物品要素,JZ_SAWP,SSJZ,损失价值,NUMBER,,,,,,
23,物品要素,JZ_SAWP,TZMS,特征描述,VARCHAR2,1024,,,,,
24,物品要素,JZ_SAWP,SSLX,损失类型 ,VARCHAR2,150,,,,,
25,物品要素,JZ_SAWP,ZHXGSJ,最后修改时间,DATE,,DE00102,最后修改时间,ZHXGSJ,日期时间型（datetime）,t6（hhmmss）
26,物品要素,JZ_SAWP,LYGS,来源公司表明信息来源公司，联宏-L，华南-H,VARCHAR2,30,,,,,
27,物品要素,JZ_SAWP,RKSJ,入情报库时间,DATE,,DE00102,入情报库时间,RQBKSJ,日期时间型（datetime）,t6（hhmmss）
28,物品要素,JZ_SAWP,WPXL,物品小类,VARCHAR2,50,,,,,
29,物品要素,JZ_SAWP,WPCS,号码,VARCHAR2,105,,,,,
30,物品要素,JZ_SAWP,SCBZ,删除标志，0-正常，1-删除,VARCHAR2,1,,,,,
31,物品要素,JZ_SAWP,SSSJ,损失时间,VARCHAR2,14,DE00102,损失时间,SSSJ,日期时间型（datetime）,t6（hhmmss）
32,物品要素,JZ_SAWP,WYBZ,唯一标识,VARCHAR2,40,,,,,
33,物品要素,JZ_SAWP,JCJBH,接处警编号,VARCHAR2,75,,,,,
34,物品要素,JZ_SAWP,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
35,物品要素,JZ_SAWP,DEP_ACTION_TIME,操作时间,DATE,,DE00102,操作时间,CZSJ,日期时间型（datetime）,t6（hhmmss）
1,人员要素,JZ_SHRYGX,WYBZ,唯一标识,VARCHAR2,75,,,,,
2,人员要素,JZ_SHRYGX,RYBH,人员编码,VARCHAR2,75,,,,,
3,人员要素,JZ_SHRYGX,LYGS,来源公司表明信息来源公司，联宏-L，华南-H,VARCHAR2,1,,,,,
4,人员要素,JZ_SHRYGX,GXRBH,关系人编号,VARCHAR2,75,,,,,
5,人员要素,JZ_SHRYGX,GXRXM,关系人姓名,VARCHAR2,45,DE00002,关系人姓名,GXRXM,字符型（string）,c..50
6,人员要素,JZ_SHRYGX,GXRXB,关系人性别,VARCHAR2,2,DE00007,关系人性别代码,GXRXBDM,字符型（string）,c1
7,人员要素,JZ_SHRYGX,GX,关系,VARCHAR2,45,,,,,
8,人员要素,JZ_SHRYGX,GXRGZDW,关系人工作单位,VARCHAR2,60,DE00021,关系人服务处所,GXRFWCS,字符型（string）,c..100
9,人员要素,JZ_SHRYGX,HJDQH,户籍地区划,VARCHAR2,150,,,,,
10,人员要素,JZ_SHRYGX,HJDXZ,户籍地详址,VARCHAR2,600,DE00075,户籍地址名称,HJDZMC,字符型（string）,c..100
11,人员要素,JZ_SHRYGX,JZDQH,居住地区划,VARCHAR2,150,,,,,
12,人员要素,JZ_SHRYGX,JZDXZ,居住地详址,VARCHAR2,90,DE00075,居住地址名称,JZDZMC,字符型（string）,c..100
13,人员要素,JZ_SHRYGX,GXRDH,关系人电话,VARCHAR2,40,DE00216,关系人联系电话,GXRLXDH,字符型（string）,c..18
14,人员要素,JZ_SHRYGX,TBR,填表人,VARCHAR2,383,DE00002,填表人姓名,TBRXMS,字符型（string）,c..50
15,人员要素,JZ_SHRYGX,TBSJ,填表时间,VARCHAR2,14,DE00102,填表时间,TBSJ,日期时间型（datetime）,t6（hhmmss）
16,人员要素,JZ_SHRYGX,RKSJ,入情报库时间,DATE,,DE00102,入情库时间,RQKSJ,日期时间型（datetime）,t6（hhmmss）
17,人员要素,JZ_SHRYGX,ZHXGSJ,最后修改时间,DATE,,DE00102,最后修改时间,ZHXGSJ,日期时间型（datetime）,t6（hhmmss）
18,人员要素,JZ_SHRYGX,SCBZ,删除标志，0-正常，1-删除,VARCHAR2,1,,,,,
19,人员要素,JZ_SHRYGX,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
20,人员要素,JZ_SHRYGX,DEP_ACTION_TIME,操作时间,DATE,,DE00102,操作时间,CZSJ,日期时间型（datetime）,t6（hhmmss）
1,案(事)件要素,JZ_XSXZAJ,WYBZ,唯一标识,VARCHAR2,40,,,,,
2,案(事)件要素,JZ_XSXZAJ,LYGS,来源公司表明信息来源公司，联宏-L，华南-H,VARCHAR2,1,,,,,
3,案(事)件要素,JZ_XSXZAJ,AJWYID,案件唯一ID,VARCHAR2,32,,,,,
4,案(事)件要素,JZ_XSXZAJ,AJBH,案件编号A+12位公安机关代码+6位年月+4位流水号,VARCHAR2,38,,,,,
5,案(事)件要素,JZ_XSXZAJ,JCJBH,接处警编号,VARCHAR2,32,,,,,
6,案(事)件要素,JZ_XSXZAJ,AJLX,案件类型1-刑事、0-行政,VARCHAR2,1,,,,,
7,案(事)件要素,JZ_XSXZAJ,AJZT,案件状态,VARCHAR2,6,,,,,
8,案(事)件要素,JZ_XSXZAJ,AJMC,案件名称,VARCHAR2,360,DE00094,案件名称,AJMC,字符型（string）,c..120
9,案(事)件要素,JZ_XSXZAJ,ZAB,主案别,VARCHAR2,30,,,,,
10,案(事)件要素,JZ_XSXZAJ,FAB,副案别,VARCHAR2,30,,,,,
11,案(事)件要素,JZ_XSXZAJ,ZAZT,作案状态1-既遂、0-未遂,VARCHAR2,1,,,,,
12,案(事)件要素,JZ_XSXZAJ,BAFS,报案方式,VARCHAR2,2,,,,,
13,案(事)件要素,JZ_XSXZAJ,ZASJ,报案时间,VARCHAR2,14,DE00102,报案时间,BASJ,日期时间型（datetime）,t6（hhmmss）
14,案(事)件要素,JZ_XSXZAJ,FASJSX,发案时间上限,VARCHAR2,14,DE00102,发案时间上限,FASJSX,日期时间型（datetime）,t6（hhmmss）
15,案(事)件要素,JZ_XSXZAJ,FASJXX,发案时间下限,VARCHAR2,14,DE00102,发案时间下限,FASJXX,日期时间型（datetime）,t6（hhmmss）
16,案(事)件要素,JZ_XSXZAJ,FADXZQH,发案地行政区划,VARCHAR2,6,DE00070,发案地行政区划代码,FADXZQHDM,字符型（string）,c6
17,案(事)件要素,JZ_XSXZAJ,FADJD,发案地街道,VARCHAR2,12,DE00071,发案地乡镇（街道）代码,FADXZJDDM,字符型（string）,c3
18,案(事)件要素,JZ_XSXZAJ,FADXZ,发案地详址,VARCHAR2,600,DE00075,发案地地址名称,FADDZMC,字符型（string）,c..100
19,案(事)件要素,JZ_XSXZAJ,SSJQ,所属警区,VARCHAR2,12,,,,,
20,案(事)件要素,JZ_XSXZAJ,SSSQ,所属社区,VARCHAR2,12,,,,,
21,案(事)件要素,JZ_XSXZAJ,FXXS,发现形式,VARCHAR2,2,,,,,
22,案(事)件要素,JZ_XSXZAJ,WHCD,危害程度,VARCHAR2,2,DE00095,危害程度代码,WHCDDM,字符型（string）,c1
23,案(事)件要素,JZ_XSXZAJ,FADY,发案地域,VARCHAR2,2,,,,,
24,案(事)件要素,JZ_XSXZAJ,AQMS,案情描述,VARCHAR2,4000,,,,,
25,案(事)件要素,JZ_XSXZAJ,AJFX,案件分析,VARCHAR2,4000,,,,,
26,案(事)件要素,JZ_XSXZAJ,XZSJ,选择时机,VARCHAR2,54,DE00042,选择时机代码,XZSJDM,字符型（string）,c2
